	source	target	embedding_similarity	pair_distance	language_distance	shared_incoming_cnt	shared_outgoing_cnt	source_incoming_cnt	target_incoming_cnt	source_outgoing_cnt	target_outgoing_cnt	milne_witten	begin_time_distance	interval_overlap	relevance_score
846	1._Flak-Division	Flugabwehr	0.4456140100955963	-1.0		0	1	7	827	22	35	0.0	24054.0	21133.0	6.260537030310592
847	1._Flak-Division	Schlacht_um_Berlin	0.5777425765991211	66.81987586638893	0.0	0	11	7	562	22	210	0.0	24635.0	21957.0	6.953684210870537
848	1._Flak-Division	Weichsel-Oder-Operation	0.6042073965072632	1501.5413562260694	0.0	1	5	7	143	22	94	0.6158154731774984	2589.0	0.0	5.257234921446806
849	1._Garde-Division_(Deutsches_Kaiserreich)	Schlacht_an_der_Sambre_(1914)	0.8855869770050049	1941.781356346874	0.0	4	4	104	68	53	39	0.6939107425095894	35297.0	-130.0	5.257234921446806
850	1._Garde-Regiment_zu_Fuß	Deutscher_Krieg	0.71538245677948	5834.941209585655	0.4310635910644412	89	9	311	3683	148	142	0.5919713975633821	22149.0	0.0	5.161924741642482
851	1._Garde-Regiment_zu_Fuß	Kerenski-Offensive	0.6064626574516296	13933.730987967532	9.61664274875213	1	1	311	66	148	35	0.4622702756930865	77613.0	35977.0	5.855071922202427
852	1._Garde-Regiment_zu_Fuß	Schlacht_bei_Gravelotte	0.8116715550422668	12082.793672250882	0.3395799693739867	34	6	311	478	148	24	0.710296496329688	23605.0	-135.0	7.595538097042931
853	1._Garde-Regiment_zu_Fuß	Schlacht_bei_Großgörschen	0.6613274812698364	7020.708917516252	0.0	51	7	311	489	148	45	0.7522423546490821	2678.0	0.0	5.161924741642482
854	1._Garde-Regiment_zu_Fuß	Schlacht_bei_Jena_und_Auerstedt	0.6816537380218506	4239.405776573357	0.0	38	14	311	1037	148	122	0.6376033809485988	70127.0	69763.0	7.370199155165286
855	1._Garde-Regiment_zu_Fuß	Schlacht_bei_St._Quentin_(1914)	0.7158443927764893	7663.700127461704	0.4761121087445046	7	4	311	68	148	45	0.6435750922606297	73249.0	33439.0	6.643529282566697
856	1._Garde-Reserve-Division	Lettischer_Unabhängigkeitskrieg	0.7612107992172241	9718.552319797249	11.145198750035828	2	5	30	103	39	109	0.6561348423022453	1799.0	-391.0	5.161924741642482
857	1._Gardepanzerarmee	Weichsel-Oder-Operation	0.7731747627258301	8229.06826986499	0.0	12	11	34	143	27	94	0.7814371600462686	398.0	0.0	1.0891152040305054
858	1._Gebirgs-Division_(Wehrmacht)	Balkanfeldzug_(1941)	0.7364047169685364	933.5312982990628	10.699353287167638	15	24	93	650	152	164	0.6351894935428897	1031.0	-216.0	6.902390916482986
859	1._Gebirgs-Division_(Wehrmacht)	Kuban-Brückenkopf	0.8182862997055054	9694.532762138228	79.25021771844195	4	10	93	66	152	44	0.7052399246593415	2107.0	0.0	2.615289795219786
860	1._Gebirgs-Division_(Wehrmacht)	Massaker_auf_Kefalonia	0.8028464317321777	9522.302785922426	9.66004084859241	9	12	93	28	152	43	0.7974799288836012	2094.0	0.0	4.010122426650407
861	1._Gebirgs-Division_(Wehrmacht)	Schlacht_am_Asowschen_Meer	0.858407199382782	4967.165197735167	19.93545556228914	2	8	93	22	152	19	0.6738691218367123	1379.0	0.0	6.548219102762372
862	1._Gebirgs-Division_(Wehrmacht)	Schlacht_bei_Charkow_(1942)	0.8099490404129028	15148.688565009268	19.998828922845707	2	16	93	91	152	64	0.6291429685645665	1592.0	-233.0	0.1786457047450988
863	1._Gebirgs-Division_(Wehrmacht)	Sudetenkrise	0.6733510494232178	13102.707199712557	0.7989147483012051	2	14	93	289	152	123	0.5186144637589098	0.0	-364.0	5.257234921446806
864	1._Gebirgs-Division_(Wehrmacht)	Unternehmen_Braunschweig	0.8053083419799805	14918.046170497071	27.561488447804653	2	4	93	17	152	14	0.6808584895027943			5.3442462984364365
865	1._Gebirgs-Division_(Wehrmacht)	Unternehmen_Felix	0.7487964630126953	-1.0		1	16	93	17	152	39	0.6232429703634603			8.154355774703216
866	1._Gebirgs-Division_(Wehrmacht)	Unternehmen_Merkur	0.7823504209518433	11479.94848859828	14.47986293314356	3	14	93	226	152	126	0.5816621449735038	1247.0	0.0	6.037393478996382
867	1._Gebirgs-Division_(Wehrmacht)	Unternehmen_Otto	0.7095870971679688	-1.0		0	10	93	31	152	53	0.0	3653.0	-2921.0	5.903862086371859
868	1._Gebirgs-Division_(Wehrmacht)	Unternehmen_Seelöwe	0.7038792371749878	0.0	0.0	1	8	93	198	152	50	0.4881254398649743	22584.0	21489.0	3.457019406485084
869	1._HNL	1._HNL_1992	0.8577131032943726	0.0	1.4038027137571711	6	5	285	16	9	8	0.680698905101701			2.321490054199511
870	1._HNL	1._HNL_2001/02	0.7466955184936523	0.0	1.4038027137571711	0	3	285	2	9	4	0.0			1.6266574176779312
871	1._HNL	1._HNL_2016/17	0.8286334276199341	0.0	1.4038027137571711	4	3	285	6	9	4	0.673639149232139			1.323779224120915
872	1._HNL	1._HNL_2018/19	0.7828370332717896	0.0	1.4038027137571711	5	3	285	6	9	4	0.690709471225732			1.0334328060254163
873	1._HNL	1._HNL_2019/20	0.6952774524688721	0.0	1.4038027137571711	2	3	285	3	9	4	0.6397179371784534			0.5977204262475423
874	1._HNL	Fußball_in_Kroatien	0.7844798564910889	0.0	1.4038027137571711	5	5	285	15	9	25	0.6673953538865683			2.043989343267928
875	1._HNL_1992	1._HNL_1992/93	0.9533368349075316	0.0	1.4038027137571711	1	6	16	8	8	7	0.7831261003985754	176.0	-130.0	2.50840069233272
876	1._HNL_1992	2._HNL_1992	0.8987765312194824	0.0	1.4038027137571711	2	3	16	4	8	4	0.8457099466821216			5.749711406544601
877	1._HNL_1992/93	1._HNL_1993/94	0.9183231592178344	0.0	1.4038027137571711	2	6	8	12	7	7	0.8598472755362883	362.0	69.0	2.152597519190044
878	1._HNL_1993/94	1._HNL_1994/95	0.929379940032959	0.0	1.4038027137571711	5	4	12	9	7	4	0.9308834246159554	365.0	69.0	2.2091603825172115
879	1._HNL_1993/94	1._HNL_1995/96	0.8190057873725891	0.0	1.4038027137571711	0	5	12	4	7	6	0.0	723.0	427.0	5.257234921446806
880	1._HNL_1994/95	1._HNL_1995/96	0.8828493356704712	0.0	1.4038027137571711	0	4	9	4	4	6	0.0	358.0	70.0	1.2031312657763982
881	1._HNL_1995/96	1._HNL_1996/97	0.9816409945487976	0.0	1.4038027137571711	3	4	4	5	6	4	0.962097846394218	371.0	84.0	1.9578423681179264
882	1._HNL_1996/97	1._HNL_1997/98	0.892480194568634	0.0	1.4038027137571711	4	4	5	5	4	4	0.9831644907435488	350.0	63.0	1.916931795894824
883	1._HNL_1997/98	1._HNL_1998/99	0.9332653880119324	0.0	1.4038027137571711	2	4	5	4	4	4	0.9320132145858092	371.0	91.0	1.429342726499672
884	1._HNL_1998/99	1._HNL_1999/2000	0.9554147124290466	0.0	1.4038027137571711	3	4	4	5	4	4	0.962097846394218	349.0	59.0	2.145416962421399
885	1._HNL_1999/2000	1._HNL_2000/01	0.938490629196167	0.0	1.4038027137571711	0	4	5	2	4	4	0.0	372.0	78.0	1.021470811472852
886	1._HNL_2000/01	1._HNL_2001/02	0.9437152147293092	0.0	1.4038027137571711	1	3	2	2	4	4	0.9510856482093056	364.0	63.0	0.9452953034947524
887	1._HNL_2001/02	1._HNL_2002/03	0.9371925592422484	0.0	1.4038027137571711	0	3	2	4	4	3	0.0	363.0	84.0	1.5005651394453343
888	1._HNL_2002/03	1._HNL_2003/04	0.9595738053321838	0.0	1.4038027137571711	1	3	4	3	3	4	0.8992896654170072	364.0	56.0	2.111242121849403
889	1._HNL_2003/04	1._HNL_2004/05	0.8971751928329468	0.0	1.4038027137571711	0	3	3	2	4	4	0.0	364.0	70.0	2.4678899031077317
890	1._HNL_2004/05	1._HNL_2005/06	0.8782942295074463	0.0	1.4038027137571711	0	4	2	4	4	4	0.0	689.0	381.0	1.5837413909519615
891	1._HNL_2005/06	1._HNL_2006/07	0.9486352801322936	0.0	1.4038027137571711	2	3	4	4	4	4	0.948569982227374	46.0	46.0	1.4736563991153744
892	1._HNL_2006/07	1._HNL_2007/08	0.9657586216926576	0.0	1.4038027137571711	4	4	4	13	4	4	0.9125463550747244	357.0	63.0	1.498404166308735
893	1._HNL_2007/08	1._HNL_2008/09	0.9652918577194214	0.0	1.4038027137571711	7	4	13	15	4	5	0.9380314885727318	680.0	386.0	0.983358310859837
894	1._HNL_2008/09	1._HNL_2009/10	0.9648929834365844	0.0	1.4038027137571711	10	4	15	20	5	4	0.9429777271119932	347.0	347.0	1.926781269892034
895	1._HNL_2009/10	1._HNL_2010/11	0.9315783977508544	0.0	1.4038027137571711	10	4	20	17	4	6	0.942384480860666	373.0	373.0	1.9035195694795863
896	1._HNL_2010/11	1._HNL_2011/12	0.9565450549125672	0.0	1.4038027137571711	9	4	17	22	6	5	0.9257044068167044	357.0	357.0	1.9703586303814875
897	1._HNL_2011/12	1._HNL_2012/13	0.9505292773246764	0.0	1.4038027137571711	9	4	22	21	5	4	0.9243761221819894	379.0	379.0	0.9704890609079672
898	1._HNL_2012/13	1._HNL_2011/12	0.9505292773246764	0.0	1.4038027137571711	9	4	21	22	4	5	0.9243761221819894	379.0	379.0	0.6118215079498027
899	1._HNL_2012/13	1._HNL_2013/14	0.951561450958252	0.0	1.4038027137571711	7	3	21	16	4	3	0.9091394288397608	356.0	356.0	1.0899805397712394
900	1._HNL_2013/14	1._HNL_2014/15	0.9607758522033693	0.0	1.4038027137571711	10	3	16	18	3	3	0.951387188506579	378.0	378.0	0.5499837701785811
901	1._HNL_2014/15	1._HNL_2013/14	0.9607758522033693	0.0	1.4038027137571711	10	3	18	16	3	3	0.951387188506579	378.0	378.0	0.3572660399603917
902	1._HNL_2014/15	1._HNL_2015/16	0.9618326425552368	0.0	1.4038027137571711	12	3	18	27	3	3	0.9322723829952304	350.0	350.0	2.4757847864963667
903	1._HNL_2015/16	1._HNL_2014/15	0.9618326425552368	0.0	1.4038027137571711	12	3	27	18	3	3	0.9322723829952304	350.0	350.0	0.603592290321304
904	1._HNL_2015/16	1._HNL_2016/17	0.960918664932251	0.0	1.4038027137571711	1	3	27	6	3	4	0.7478708382577155	378.0	378.0	1.285641962328287
905	1._HNL_2016/17	1._HNL_2015/16	0.960918664932251	0.0	1.4038027137571711	1	3	6	27	4	3	0.7478708382577155	378.0	378.0	0.6715207515088626
906	1._HNL_2016/17	1._HNL_2017/18	0.9086736440658568	0.0	1.4038027137571711	2	3	6	11	4	5	0.8695879908646946	357.0	357.0	1.2925245120836049
907	1._HNL_2017/18	1._HNL_2016/17	0.9086736440658568	0.0	1.4038027137571711	2	3	11	6	5	4	0.8695879908646946	357.0	357.0	0.8592726375714067
908	1._HNL_2017/18	1._HNL_2018/19	0.930060863494873	0.0	1.4038027137571711	2	3	11	6	5	4	0.8695879908646946	371.0	371.0	0.7791528330083527
909	1._HNL_2018/19	1._HNL_2017/18	0.930060863494873	0.0	1.4038027137571711	2	3	6	11	4	5	0.8695879908646946	371.0	371.0	0.4889560322847762
910	1._HNL_2018/19	1._HNL_2019/20	0.9222877025604248	0.0	1.4038027137571711	2	4	6	3	4	4	0.9201889481254376	427.0	426.0	0.9863688477152686
911	1._HNL_2019/20	1._HNL_2018/19	0.9222877025604248	0.0	1.4038027137571711	2	4	3	6	4	4	0.9201889481254376	427.0	426.0	0.398774306669015
912	1._HNL_2019/20	BGL_Ligue_2019/20	0.92393559217453	-1.0		1	0	3	7	4	4	0.8586351732531835	69.0	69.0	6.355847210114916
913	1._Infanterie-Division_(Wehrmacht)	Kesselschlacht_von_Kamenez-Podolski	0.9385280013084412	17208.845139087873	9.38570788358582	3	4	34	39	24	17	0.7737624507464351	3750.0	-7.0	7.842946270356773
914	1._Infanterie-Division_(Wehrmacht)	Leningrader_Blockade	0.7632948160171509	12738.042330796852	17.180834800962327	8	5	34	408	24	118	0.6531991586296895	24820.0	21142.0	6.709487250358495
915	1._Jahrhundert	Bataveraufstand	0.668226957321167	-1.0	0.0	0	9	68	137	99	63	0.0	0.0	0.0	6.709487250358495
916	1._Jahrhundert	Idistaviso	0.7367101311683655	-1.0	0.0	0	5	68	16	99	19	0.0	0.0	0.0	8.270985700503475
917	1._Jahrhundert	Jüdischer_Krieg	0.7763761878013611	-1.0	24.11780024143723	2	11	68	240	99	72	0.5502282465578783	8581.0	0.0	0.1338264301704642
918	1._Jahrhundert	Varusschlacht	0.6208217740058899	-1.0	0.0	1	14	68	376	99	175	0.4429313198848357	0.0	0.0	3.824000283477896
919	1._Jahrhundert_v._Chr.	Schlacht_bei_Carrhae	0.7907088994979858	-1.0	24.500952833563428	0	6	79	46	47	39	0.0	0.0	0.0	6.955660974381168
920	1._Januar	Allgemeines_Zoll-_und_Handelsabkommen	0.3655235171318054	-1.0		3	14	4608	194	671	38	0.235410709194875			2.1822721648530647
921	1._Januar	Atlantik-Charta	0.3486198484897613	-1.0		2	5	4608	64	671	19	0.2767418381932484			5.257234921446806
922	1._Januar	Belagerung_von_Rhodos_(1522)	0.4044628143310547	-1.0	15.795974229996984	2	4	4608	37	671	39	0.3119613564442204			7.836073391069011
923	1._Januar	Benelux-Vertrag	0.3837321698665619	-1.0		2	6	4608	17	671	17	0.3564389722944745			5.631928370888217
924	1._Januar	Beschneidung_des_Herrn	0.3666261732578277	-1.0		1	4	4608	82	671	18	0.1933152458317452			6.902390916482986
925	1._Januar	Deklaration_der_Vereinten_Nationen	0.3623363971710205	-1.0	80.50749212523942	2	3	4608	17	671	13	0.3564389722944745			0.2859338940786629
926	1._Januar	Emanzipationsproklamation	0.4635762572288513	-1.0		4	4	4608	60	671	23	0.3454386042571917			0.282125356094879
927	1._Januar	Erster_Anglo-Afghanischer_Krieg	0.4448965489864349	-1.0	50.80425108665617	3	7	4608	79	671	46	0.3008665261578311			8.38479258778022
928	1._Januar	Erster_Indisch-Pakistanischer_Krieg	0.3247426152229309	-1.0	60.36540160949818	1	6	4608	52	671	27	0.2269852608113347			6.232793171029463
929	1._Januar	Friede_von_Pressburg	0.2441521733999252	-1.0	0.044616766710852	1	4	4608	471	671	65	0.0313896448463026			7.347976018380576
930	1._Januar	Indischer_Aufstand_von_1857	0.3481050729751587	-1.0	64.77134508049069	2	5	4608	282	671	91	0.1604303751963598			6.730540659556327
931	1._Januar	Neujahr	0.5323953032493591	-1.0	101.74646981716916	32	8	4608	349	671	78	0.4483321230896692			0.4227024956370956
932	1._Januar	Neujahrsansprache	0.4232760667800903	-1.0		2	5	4608	16	671	41	0.3596657555075894			5.692552992704652
933	1._Januar	Neujahrskonzert_der_Wiener_Philharmoniker	0.3658937513828277	-1.0	0.0	3	4	4608	111	671	41	0.2774514019642916			0.7289605067884467
934	1._Januar	Nimrod-Expedition	0.3198410868644714	-1.0	182.96286391427125	3	8	4608	257	671	124	0.2123271757102112			5.950382102006752
935	1._Januar	Rose_Bowl_(Spiel)	0.4119532406330108	-1.0	121.8906889665563	3	3	4608	106	671	34	0.2807163001108993			5.79103782949678
936	1._Januar	Unternehmen_Bodenplatte	0.203150987625122	-1.0	0.0	1	1	4608	20	671	22	0.2892216642552054			8.421803197000171
937	1._Januar	Vertrag_von_Luxemburg	0.3926703333854675	-1.0	1.9172627461332044	2	1	4608	46	671	19	0.2983863381096158			5.692552992704652
938	1._Januar	Vertrag_zwischen_dem_Deutschen_Reich_und_dem_Vereinigten_Königreich_über_die_Kolonien_und_Helgoland	0.3889496326446533	-1.0	0.0	1	6	4608	72	671	33	0.2032246418182357			7.595538097042931
939	1._Januar	Vierschanzentournee	0.2844918370246887	-1.0	0.0	12	11	4608	396	671	104	0.3300608657826109			6.260537030310592
940	1._Januar	Weihnachten	0.4080451726913452	-1.0		12	17	4608	1458	671	257	0.2148466955231143			5.071209959580309
941	1._Januar	Weltfriedenstag	0.3352057337760925	-1.0		0	6	4608	65	671	28	0.0			5.257234921446806
942	1._Januar	Wuchang-Aufstand	0.3799785077571869	-1.0	98.69848577543318	2	6	4608	31	671	53	0.3226120477322871			6.41468771013785
943	1._Januar	Zweiter_Weltkrieg	0.2555429339408874	-1.0	27.380441875335123	307	39	4608	103548	671	953	0.0944716287208464			5.157067408847954
944	1._Juli	Afrikafeldzug	0.3864430785179138	-1.0	11.871769729735242	6	4	3026	375	486	121	0.3036431599300121			3.107610289200433
945	1._Juli	Atomwaffensperrvertrag	0.3203462660312652	-1.0	4.726480344692985	2	4	3026	166	486	36	0.2491788506933974			2.2343890065681675
946	1._Juli	Bretton-Woods-System	0.3945360779762268	-1.0	74.30472889417516	2	10	3026	205	486	95	0.2325722277051295			1.4516785807704409
947	1._Juli	Bundespräsidentenwahl_in_Österreich_2016	0.3129587173461914	-1.0	0.0	0	2	3026	70	486	54	0.0			5.567389849750646
948	1._Juli	Cassini-Huygens	0.3216310441493988	-1.0	86.11795598447394	4	5	3026	152	486	136	0.3263442933025977			1.2720228047634934
949	1._Juli	Deutsch-Französischer_Krieg	0.3287405967712402	-1.0	0.0	18	7	3026	6367	486	189	0.1431303556096178			5.631928370888217
950	1._Juli	Deutscher_Bauernkrieg	0.244553193449974	-1.0	0.256552099983449	2	5	3026	1721	486	132	0.0123115109278402			6.810583367229864
951	1._Juli	Dreißigjähriger_Krieg	0.173418179154396	-1.0	0.0	14	9	3026	16930	486	226	-0.0363575492909911			5.257234921446806
952	1._Juli	Erste_Schlacht_von_El_Alamein	0.3625509142875671	-1.0	20.40383021333854	1	7	3026	61	486	54	0.254620202196351			5.172208401695847
953	1._Juli	Erster_Kreuzzug	0.2857491075992584	-1.0	1.4201776337690968	2	7	3026	498	486	94	0.1538541702847911			3.2487946883112806
954	1._Juli	Flugzeugkollision_von_Überlingen	0.3522565066814422	-1.0	0.0	2	7	3026	43	486	47	0.3405270077561302			2.6075905789794738
955	1._Juli	Friede_von_Kardis	0.4107474386692047	-1.0	12.820164290945629	0	1	3026	10	486	12	0.0			3.027546629131424
956	1._Juli	Frieden_von_Stolbowo	0.3802975714206695	-1.0	19.429072803102425	0	0	3026	43	486	27	0.0			7.064032268039402
957	1._Juli	Fußball-Europameisterschaft_2012	0.2320180237293243	-1.0	3.892944316555531	2	6	3026	721	486	149	0.1160536403032621			2.998692786106308
958	1._Juli	Internationales_Geophysikalisches_Jahr	0.2977606654167175	-1.0		3	3	3026	235	486	28	0.264542359793672			0.6195385604793171
959	1._Juli	Londoner_Sechsmächtekonferenz	0.3711210489273071	-1.0	2.701407384192826	1	5	3026	40	486	41	0.2827677625543032			5.950382102006752
960	1._Juli	Loveparade	0.3390992879867553	-1.0	0.0	5	2	3026	245	486	70	0.3158295318379809			7.190072988934768
961	1._Juli	Nationalfeiertag_(Kanada)	0.3649093508720398	-1.0	111.64963357831046	0	1	3026	29	486	12	0.0			0.3151317676811033
962	1._Juli	Olympische_Sommerspiele_1904	0.3584132194519043	-1.0	93.6853200340606	2	6	3026	223	486	118	0.2257422824923023			1.9225245732263103
963	1._Juli	Reformarchitektur	0.2960643768310547	-1.0		0	1	3026	339	486	30	0.0			5.424289006109973
964	1._Juli	Russisch-Türkischer_Krieg_(1806–1812)	0.392238438129425	-1.0	11.98740149265127	1	2	3026	103	486	33	0.2164474397473517			6.919782659194856
965	1._Juli	Römisches_Statut_des_Internationalen_Strafgerichtshofs	0.4028223156929016	-1.0	4.732615991386931	0	4	3026	87	486	32	0.0			2.0549592276428155
966	1._Juli	Schlacht_am_Malvern_Hill	0.4877617359161377	-1.0	80.95653683127503	1	5	3026	32	486	17	0.2968092758970467			5.85679704234333
967	1._Juli	Schlacht_an_der_Somme	0.3065517544746399	-1.0	0.7161493875512869	6	4	3026	791	486	78	0.2401864080275496			2.765543028809898
968	1._Juli	Schlacht_bei_Fleurus_(1690)	0.4645594358444214	-1.0	0.0	2	2	3026	83	486	12	0.2990048653832515			6.5609156459858085
969	1._Juli	Schlacht_von_Doryläum_(1097)	0.3698059618473053	-1.0	15.623915366085992	1	6	3026	21	486	24	0.3218695193841191			3.5089291838586787
970	1._Juli	Schlacht_von_Gettysburg	0.4251978397369385	-1.0	80.56013835756036	3	6	3026	248	486	71	0.2603072859168249			4.820851555939725
971	1._Juli	Schlacht_von_La_Higueruela	0.465158998966217	-1.0	13.168024732099656	1	3	3026	8	486	9	0.3730611331469252			7.494288527238527
972	1._Juli	Seeschlacht_auf_der_Kolberger_Heide	0.4469974935054779	-1.0	0.0920167271075248	1	3	3026	21	486	9	0.3218695193841191			9.15828889550438
973	1._Juli	Sezessionskrieg	0.3975679874420166	-1.0	76.08673822796578	36	13	3026	7060	486	306	0.2292523373446203			2.841268342761332
974	1._Juli	Shūgiin-Wahl_1890	0.5079129934310913	-1.0	119.54393708790089	2	2	3026	11	486	17	0.4126488785761572			0.6035539699140832
975	1._Juli	Sieben-Tage-Schlacht	0.4599064588546753	-1.0	81.08040319812791	2	7	3026	72	486	24	0.3084185405955836			3.7665610848367455
976	1._Juli	Sklaverei	0.3670728802680969	-1.0	79.25021771844195	11	5	3026	2487	486	163	0.2026762682689217			5.257234921446806
977	1._Juli	Torstenssonkrieg	0.3377270102500915	-1.0	1.2108971406044151	1	4	3026	78	486	31	0.2371804741381608			4.470686175449969
978	1._Juli	Tour_de_France_1903	0.3938417434692383	-1.0	2.001855505276961	2	1	3026	27	486	17	0.3670567517382737			4.19604189781173
979	1._Juli	Vertrag_zwischen_dem_Deutschen_Reich_und_dem_Vereinigten_Königreich_über_die_Kolonien_und_Helgoland	0.4167433977127075	-1.0	0.0	1	2	3026	72	486	33	0.2429476886316368			5.9201774062564905
980	1._Juli	Wahl_des_deutschen_Bundespräsidenten_1959	0.396343469619751	-1.0	0.0	0	2	3026	14	486	5	0.0			5.631928370888217
981	1._Juli	Wimbledon_Championships	0.2678000926971435	-1.0	2.7787188545063346	14	1	3026	1029	486	29	0.3218563197021833			1.2661408551993625
982	1._Juli	Zweite_Marokkokrise	0.4015072584152221	-1.0	2.7014073499627926	1	5	3026	89	486	41	0.2274806630476581			2.378550593926987
983	1._Juni	Air-France-Flug_447	0.3139947354793548	-1.0	56.50197593854712	5	1	2902	48	424	47	0.4210895219639256			3.9917263330879225
984	1._Juni	Allgemeines_bürgerliches_Gesetzbuch	0.2859536409378052	-1.0	0.0	1	3	2902	431	424	34	0.0937195570715321			6.522901294778083
985	1._Juni	Apostelbrüder	0.4771687388420105	-1.0		3	3	2902	15	424	17	0.4344605501170422			6.037393478996382
986	1._Juni	Aufstand_in_Nowotscherkassk	0.4174034595489502	-1.0	22.93510002230848	1	1	2902	9	424	12	0.3705346918155251			6.953602941471156
987	1._Juni	Belagerung_von_Peking	0.4682774543762207	-1.0	99.55567641227314	2	3	2902	4	424	8	0.4598391736539444			7.550768814247332
988	1._Juni	Boston_Tea_Party	0.3585634231567383	-1.0	74.110935620869	1	3	2902	93	424	41	0.2282433154956638			6.709487250358495
989	1._Juni	Expo_2000	0.3158890008926391	-1.0	0.0	1	6	2902	770	424	110	0.0297212769880979			7.413216540248977
990	1._Juni	Fußball-Weltmeisterschaft_1978	0.3376458287239074	-1.0	103.43146168936175	2	1	2902	562	424	66	0.1467682444651694			2.6213972153957337
991	1._Juni	Grubenunglück_von_Stolzenbach	0.3720323741436004	-1.0	0.0	1	1	2902	14	424	14	0.3477841999322021			8.068825801489858
992	1._Juni	Holländischer_Krieg	0.3085783123970032	-1.0	0.0	4	4	2902	537	424	86	0.2321018049273903			5.890680442141469
993	1._Juni	Kindertag	0.3513993620872497	-1.0		0	4	2902	53	424	47	0.0			0.6149044804116041
994	1._Juni	Rheinfelder_Hausordnung	0.3714619278907776	-1.0		1	5	2902	13	424	37	0.3517141996909965			7.313686944901944
995	1._Juni	Schlacht_von_Seven_Pines	0.4772039651870727	-1.0	80.9908209393249	2	2	2902	46	424	10	0.3402882936708573			7.353569769275802
996	1._Juni	Seeschlacht_am_13._Prairial	0.3938621878623962	-1.0	20.32956080369148	2	0	2902	45	424	15	0.3415996431928361			1.870939585888361
997	1._Juni	Synode_von_Frankfurt_794	0.2994153499603271	-1.0	0.5588372597348895	1	2	2902	41	424	44	0.2849319490331109			5.855071922202427
998	1._Juni	Terra-Nova-Expedition	0.26491379737854	-1.0	194.9557324606393	0	4	2902	389	424	60	0.0			6.986474033693527
999	1._Juni	Vertrag_von_Dover	0.3858458995819092	-1.0		1	3	2902	24	424	6	0.3177011641078455			1.583570226136479
1000	1._Juni	Vertrag_über_eine_Verfassung_für_Europa	0.3388444185256958	-1.0		1	9	2902	291	424	174	0.1324524865806834			1.4922409718322716
