	source	target	embedding_similarity	pair_distance	language_distance	shared_incoming_cnt	shared_outgoing_cnt	source_incoming_cnt	target_incoming_cnt	source_outgoing_cnt	target_outgoing_cnt	milne_witten	begin_time_distance	interval_overlap	relevance_score
535	1._FC_Kaiserslautern	Fußball-Bundesliga_2011/12	0.8828725218772888	0.0	0.0	60	14	1692	245	212	56	0.6433308182089401	40880.0	-10.0	7.08347337441514
536	1._FC_Kaiserslautern	Headis	0.6294169425964355	-1.0		0	1	1692	6	212	20	0.0			8.304856785125738
537	1._FC_Kaiserslautern	Süddeutsche_Fußballmeisterschaft_1908/09	0.76481032371521	0.0	0.0	1	4	1692	26	212	11	0.3594803464108076			5.257234921446806
538	1._FC_Kaiserslautern	Südwestpokal	0.8324264287948608	16023.643624947634	0.0	15	4	1692	48	212	9	0.5701083832161684	26511.0	-17694.0	5.047251221402402
539	1._FC_Kaiserslautern	UEFA-Pokal_1981/82	0.7694631814956665	2534.8138571069485	0.0031084696081509	15	3	1692	58	212	8	0.5625779719595583	29691.0	-245.0	8.372943686166396
540	1._FC_Kaiserslautern	UEFA-Pokal_2000/01	0.7867593169212341	0.0	0.0	4	7	1692	58	212	22	0.4402309427858175	36592.0	-281.0	6.468364260234446
541	1._FC_Kaiserslautern	UEFA_Champions_League_1998/99	0.7228246927261353	12393.779090196644	6.106394733837571	12	3	1692	93	212	11	0.5209878250477658	36152.0	0.0	9.767512286274954
542	1._FC_Kaiserslautern	UEFA_Intertoto_Cup	0.8682267665863037	2534.8138571069485	0.0031084696081509	54	18	1692	710	212	29	0.5849036057026302	34546.0	-9659.0	4.571960138558798
543	1._FC_Kaiserslautern/Europapokalstatistik	UEFA_Intertoto_Cup	0.684683084487915	-1.0	0.0031084696081509	0	4	0	710	12	29	0.0			5.903862086371859
544	1._FC_Kattowitz	Fußball_in_Polen	0.733139157295227	-1.0		0	3	30	160	32	67	0.0			5.257234921446806
545	1._FC_Köln	2._Fußball-Bundesliga_1998/99	0.7884005308151245	11009.006830723753	0.0	11	5	1871	72	453	6	0.5148503659641548	18430.0	-322.0	5.161924741642482
546	1._FC_Köln	2._Fußball-Bundesliga_1999/2000	0.7351855039596558	11009.006830723753	0.0	14	4	1871	50	453	10	0.553024025043789	18809.0	-287.0	6.050872871545091
547	1._FC_Köln	2._Fußball-Bundesliga_2004/05	0.7746511697769165	11009.006830723753	0.0	27	8	1871	73	453	19	0.5991427130400775	20918.0	0.0	5.398308772564242
548	1._FC_Köln	2._Fußball-Bundesliga_2007/08	0.8085105419158936	11009.006830723753	0.0	32	9	1871	135	453	16	0.5914553953835946			5.424289006109973
549	1._FC_Köln	2._Fußball-Bundesliga_2013/14	0.8172299861907959	11009.006830723753	0.0	56	8	1871	201	453	15	0.6329808258215994	24194.0	0.0	5.526964986891997
550	1._FC_Köln	2._Fußball-Bundesliga_2018/19	0.8349148035049438	11009.006830723753	0.0	65	14	1871	259	453	28	0.638996515818933	26028.0	0.0	2.6391163971727885
551	1._FC_Köln	DFB-Hallenpokal	0.8036909699440002	11009.006830723753	0.0	20	23	1871	56	453	70	0.5812587298748377			6.751159946759063
552	1._FC_Köln	DFB-Pokal-Endspiel_1973	0.7386074066162109	2232.4017724253245	0.0	8	12	1871	9	453	19	0.5693550598496204	9262.0	0.0	5.3442462984364365
553	1._FC_Köln	DFB-Pokal_1967/68	0.7621390223503113	11009.006830723753	0.0	25	4	1871	43	453	6	0.6113197432433026	6897.0	-364.0	6.505065977597528
554	1._FC_Köln	DFB-Pokal_1972/73	0.7917115688323975	11009.006830723753	0.0	23	7	1871	36	453	13	0.6100502294563444	8723.0	-365.0	5.903862086371859
555	1._FC_Köln	DFB-Pokal_1976/77	0.8095308542251587	11009.006830723753	0.0	30	6	1871	71	453	9	0.6101317788983817	10184.0	-365.0	6.425215696565078
556	1._FC_Köln	DFB-Pokal_1977/78	0.7814542055130005	11009.006830723753	0.0	28	7	1871	60	453	10	0.6098193871623168	10550.0	-364.0	6.893690653064946
557	1._FC_Köln	DFB-Pokal_1979/80	0.7632246017456055	11009.006830723753	0.0	26	5	1871	78	453	14	0.5930233203786139	11280.0	-364.0	5.34841017269983
558	1._FC_Köln	DFB-Pokal_1982/83	0.7875310778617859	11009.006830723753	0.0	26	4	1871	38	453	5	0.6190932629697986	12376.0	-364.0	6.6413931581456165
559	1._FC_Köln	DFB-Pokal_1990/91	0.7640599608421326	11009.006830723753	0.0	28	7	1871	53	453	10	0.6142626793987424	15298.0	-364.0	7.197582402450364
560	1._FC_Köln	Deutsche_Fußballmeisterschaft	0.8281233906745911	11009.006830723753	0.0	260	17	1871	1917	453	77	0.7274272736657319			8.147606679342971
561	1._FC_Köln	Deutsche_Fußballmeisterschaft_1961/62	0.7394046783447266	10002.310386940067	0.0	24	4	1871	35	453	21	0.6147851790146449	5202.0	-233.0	7.229790530146118
562	1._FC_Köln	Deutsche_Fußballmeisterschaft_1962/63	0.768120527267456	14625.706167038625	0.0	26	5	1871	47	453	17	0.6117418185837085	5615.0	-185.0	5.257234921446806
563	1._FC_Köln	Europapokal_der_Landesmeister_1978/79	0.7258445024490356	13292.098502696364	0.0	15	3	1871	87	453	7	0.5358493072171945	11141.0	-288.0	4.800352094153985
564	1._FC_Köln	Europapokal_der_Pokalsieger_1968/69	0.5812321901321411	8543.992277260832	0.0031084696081509	6	3	1871	27	453	21	0.5035876133081769	7523.0	-245.0	7.655130194245177
565	1._FC_Köln	Fußball-Bundesliga_1963/64	0.8453540802001953	11009.006830723753	0.0	65	8	1871	181	453	15	0.6523803752183492	5932.0	0.0	5.729032717106621
566	1._FC_Köln	Fußball-Bundesliga_1964/65	0.813784122467041	11009.006830723753	0.0	34	3	1871	93	453	5	0.6120608970490005	6301.0	0.0	4.760879264248342
567	1._FC_Köln	Fußball-Bundesliga_1977/78	0.8324382305145264	11009.006830723753	0.0	48	17	1871	92	453	20	0.6458101571781686	10767.0	-266.0	6.110930442431071
568	1._FC_Köln	Fußball-Bundesliga_1981/82	0.7567652463912964	11009.006830723753	0.0	22	3	1871	81	453	6	0.5755997075441379	12230.0	-294.0	6.685788860053889
569	1._FC_Köln	Fußball-Bundesliga_1988/89	0.8031733632087708	11009.006830723753	0.0	27	8	1871	94	453	12	0.5893223495096067	14770.0	-330.0	7.678386512612684
570	1._FC_Köln	Fußball-Bundesliga_1989/90	0.8114084005355835	11009.006830723753	0.0	27	7	1871	95	453	8	0.5889008288665003	15141.0	-288.0	8.074151721633564
571	1._FC_Köln	Fußball-Bundesliga_1996/97	0.8253896236419678	11009.006830723753	0.0	26	16	1871	117	453	29	0.5766878101131278	17717.0	-288.0	5.3442462984364365
572	1._FC_Köln	Fußball-Bundesliga_1997/98	0.8029429912567139	11009.006830723753	0.0	25	23	1871	105	453	37	0.5773330142779431	18348.0	0.0	6.84832369521271
573	1._FC_Köln	Fußball-Bundesliga_2016/17	0.8421846628189087	11009.006830723753	0.0	61	16	1871	299	453	46	0.6264073085650794	25299.0	0.0	6.698859662049624
574	1._FC_Köln	Fußball-Bundesliga_2017/18	0.8532362580299377	11009.006830723753	0.0	64	32	1871	315	453	83	0.6295390768423266	25656.0	0.0	5.909778874417152
575	1._FC_Köln	Fußball-Bundesliga_2019/20	0.8462578058242798	11009.006830723753	0.0	32	21	1871	178	453	32	0.5797877398088542	26433.0	0.0	4.513957727467673
576	1._FC_Köln	Liste_der_westdeutschen_Fußballmeister_1903–1933	0.726679801940918	-1.0		10	3	1871	35	453	6	0.5373678181505555	16479.0	5157.0	7.484312461932707
577	1._FC_Köln	Loch_Lomond_(Lied)	0.4906695187091827	-1.0		1	2	1871	13	453	13	0.3874027314554062	39123.0	-26783.0	5.692552992704652
578	1._FC_Köln	Messestädte-Pokal_1963/64	0.6508443355560303	5117.944285500633	11.204798266720736	6	3	1871	25	453	6	0.5068683980026616	5436.0	-364.0	6.260537030310592
579	1._FC_Köln	Messestädte-Pokal_1970/71	0.7228567600250244	-1.0		7	3	1871	52	453	7	0.4878991024023145	8251.0	-106.0	5.994833864577585
580	1._FC_Köln	UEFA-Pokal_1974/75	0.758897066116333	8543.992277260832	0.0031084696081509	21	6	1871	64	453	16	0.5805931519886961	9713.0	-246.0	6.751159946759063
581	1._FC_Köln	UEFA-Pokal_1980/81	0.7333366870880127	8543.992277260832	0.0031084696081509	5	2	1871	42	453	3	0.4674875840853937	11905.0	-105.0	7.064032268039402
582	1._FC_Köln	UEFA-Pokal_1985/86	0.7386016845703125	8543.992277260832	0.0031084696081509	26	4	1871	65	453	11	0.5999648411275086	13725.0	-237.0	3.687858601064502
583	1._FC_Köln	UEFA-Pokal_1989/90	0.6636584401130676	13898.965187392028	4.130489488659399	5	4	1871	67	453	7	0.444155791814675	15153.0	-280.0	7.863285954593895
584	1._FC_Köln	UEFA_Europa_League_2017/18	0.7130976915359497	5236.671641437594	1.0975023108077369	6	2	1871	147	453	13	0.418386666571546	25339.0	-321.0	4.058047744792918
585	1._FC_Köln/Namen_und_Zahlen	DFB-Pokal_1982/83	0.8599472045898438	-1.0	0.0	0	3	0	38	181	5	0.0			5.161924741642482
586	1._FC_Köln/Namen_und_Zahlen	Deutsche_Fußballmeisterschaft_1961/62	0.8281002044677734	-1.0	0.0	0	10	0	35	181	21	0.0			5.424289006109973
587	1._FC_Köln/Namen_und_Zahlen	Fußball-Bundesliga_1977/78	0.7852991819381714	-1.0	0.0	0	9	0	92	181	20	0.0			5.790845198676074
588	1._FC_Köln/Namen_und_Zahlen	UEFA-Pokal_1985/86	0.7886137962341309	-1.0	0.0031084696081509	0	5	0	65	181	11	0.0			4.760879264248342
589	1._FC_Köln/Namen_und_Zahlen	UEFA_Europa_League_2017/18	0.7083881497383118	-1.0	1.0975023108077369	0	1	0	147	181	13	0.0			5.3442462984364365
590	1._FC_Lok_Stendal	Sachsen-Anhalt-Pokal	0.9078758358955384	4079.2126287515935	0.0	3	4	220	43	36	13	0.6131515020877711	16801.0	-11120.0	5.903862086371859
591	1._FC_Lokomotive_Leipzig_(1966)	2._Fußball-Bundesliga_1992/93	0.8191565275192261	7884.20988997962	0.0	4	2	315	89	84	5	0.5791596123485567	9687.0	-331.0	5.692552992704652
592	1._FC_Lokomotive_Leipzig_(1966)	DDR-Fußball-Liga_1969/70	0.7345789074897766	7884.20988997962	0.0	5	1	315	13	84	6	0.6631276745690475			6.620539764341999
593	1._FC_Lokomotive_Leipzig_(1966)	DDR-Fußball-Oberliga_1963/64	0.8156194090843201	4580.046631823135	0.0	6	6	315	29	84	19	0.6554760494691542	601.0	601.0	5.257234921446806
594	1._FC_Lokomotive_Leipzig_(1966)	DDR-Fußball-Oberliga_1985/86	0.8449162840843201	4580.046631823135	0.0	20	7	315	50	84	12	0.7482740825791401	7448.0	0.0	6.771362654076582
595	1._FC_Lokomotive_Leipzig_(1966)	DDR-Fußball-Oberliga_1987/88	0.8538590669631958	4580.046631823135	0.0	16	4	315	47	84	10	0.7294276244520946	8183.0	0.0	4.0572092470496735
596	1._FC_Lokomotive_Leipzig_(1966)	DDR-Fußball-Oberliga_1990/91	0.8995614051818848	4580.046631823135	0.0	20	11	315	112	84	34	0.7282637022652448	9275.0	0.0	5.161924741642482
597	1._FC_Lokomotive_Leipzig_(1966)	Europapokal_der_Pokalsieger_1981/82	0.8053758144378662	5411.7896269863295	0.0031084696081509	2	1	315	35	84	5	0.5525969691945949	5709.0	-266.0	5.498396978263695
598	1._FC_Lokomotive_Leipzig_(1966)	Europapokal_der_Pokalsieger_1986/87	0.8116955757141113	5411.7896269863295	0.0031084696081509	26	4	315	49	84	10	0.7726498445825898	7564.0	-238.0	3.651650248872086
599	1._FC_Lokomotive_Leipzig_(1966)	Fußball-Bundesliga_1993/94	0.7891206741333008	7884.20988997962	0.0	4	1	315	98	84	7	0.5752155738428355	10079.0	-274.0	7.266058895912689
600	1._FC_Lokomotive_Leipzig_(1966)	Fußball-Oberliga_Nordost_2003/04	0.7882184386253357	6209.64444641869	0.0	1	3	315	14	84	22	0.5294311270614372			5.903862086371859
601	1._FC_Lokomotive_Leipzig_(1966)	International_Football_Cup	0.822989284992218	5411.7896269863295	0.0031084696081509	5	2	315	44	84	5	0.6260569527818258	1826.0	-14244.0	2.007448031847709
602	1._FC_Lokomotive_Leipzig_(1966)	Schand-Elfmeter_von_Leipzig	0.8348942995071411	224.5503596970992	0.0	4	6	315	7	84	12	0.6619969636228773	7385.0	0.0	8.284289666129839
603	1._FC_Lokomotive_Leipzig_(1966)	UEFA-Pokal_1988/89	0.8127524852752686	16255.40481411371	4.130489488659399	4	6	315	72	84	21	0.58758548433806	8282.0	-255.0	5.257234921446806
604	1._FC_Lokomotive_Leipzig_(2003)	Fußball-Oberliga_Nordost_2011/12	0.9124104380607604	6430.595285346968	0.0	1	3	143	25	29	11	0.5738182332532697			6.385700173264597
605	1._FC_Lokomotive_Leipzig_(2003)	Fußball-Oberliga_Nordost_2014/15	0.8748230934143066	6430.595285346968	0.0	1	5	143	11	29	17	0.6018857975811613			5.161924741642482
606	1._FC_Lokomotive_Leipzig_(2003)	Fußball-Oberliga_Nordost_2015/16	0.9207675457000732	6430.595285346968	0.0	2	4	143	13	29	25	0.6528370415750975			5.749711406544601
607	1._FC_Lokomotive_Leipzig_(2003)	Fußball-Regionalliga_Nordost_2012/13	0.911155104637146	8108.681721060255	0.0	9	3	143	51	29	21	0.7470149732495344			5.3442462984364365
608	1._FC_Lokomotive_Leipzig_(2003)	Fußball-Regionalliga_Nordost_2013/14	0.9258763790130616	6430.595285346968	0.0	1	0	143	40	29	14	0.5558935074863685			5.498396978263695
609	1._FC_Lokomotive_Leipzig_(2003)	Fußball-Regionalliga_Nordost_2018/19	0.9185404181480408	8108.681721060255	0.0	5	0	143	40	29	17	0.6999161153777094			7.359149318978702
610	1._FC_Magdeburg	2._Fußball-Bundesliga_2018/19	0.8566327691078186	0.0	0.0	25	10	661	259	222	28	0.6481255053918102	19506.0	0.0	8.094421313948478
611	1._FC_Magdeburg	3._Fußball-Liga_2017/18	0.8197779655456543	0.0	0.0	23	10	661	165	222	19	0.65583956278584	19134.0	0.0	7.94347387214394
612	1._FC_Magdeburg	3._Fußball-Liga_2019/20	0.8534811735153198	0.0	0.0	15	9	661	166	222	24	0.6117939498775364	19918.0	0.0	7.976487062946516
613	1._FC_Magdeburg	DDR-Fußball-Oberliga_1967/68	0.8258444666862488	4403.339564598112	0.0	4	6	661	22	222	16	0.5661620175568396	598.0	-294.0	5.567389849750646
614	1._FC_Magdeburg	DDR-Fußball-Oberliga_1971/72	0.8148868083953857	0.0	0.0	5	7	661	34	222	27	0.5691861665866524	2342.0	0.0	7.336676463126643
615	1._FC_Magdeburg	DDR-Fußball-Oberliga_1973/74	0.8381021022796631	4403.339564598112	0.0	5	11	661	28	222	22	0.5764397389575007	3027.0	0.0	7.447575879095564
616	1._FC_Magdeburg	DDR-Fußball-Oberliga_1974/75	0.8441582918167114	4403.339564598112	0.0	7	8	661	43	222	15	0.5903794526977393	3440.0	0.0	6.41468771013785
617	1._FC_Magdeburg	DDR-Fußball-Oberliga_1990/91	0.9164186716079712	4403.339564598112	0.0	18	18	661	112	222	34	0.6448217609517386	9285.0	0.0	6.078215473516637
618	1._FC_Magdeburg	Europapokal_der_Pokalsieger_1973/74	0.8089653253555298	2534.8138571069485	0.0031084696081509	17	6	661	34	222	14	0.6771274612876582	2828.0	-231.0	5.180508571555741
619	1._FC_Magdeburg	FDGB-Pokal_1982/83	0.8161088228225708	4403.339564598112	0.0	7	11	661	11	222	14	0.6351767386294088			5.161924741642482
620	1._FC_Magdeburg	Fußball-Oberliga_Nordost_1996/97	0.8321460485458374	2047.5396777078736	0.0	3	6	661	12	222	13	0.5641652814008751			5.161924741642482
621	1._FC_Magdeburg	Fußball-Regionalliga_2011/12	0.8313438296318054	0.0	0.0	6	5	661	71	222	14	0.5564615398549887			5.161924741642482
622	1._FC_Magdeburg	Sachsen-Anhalt-Pokal	0.8269593119621277	5466.724131732495	0.0	26	7	661	43	222	13	0.708567003404166	9141.0	-11120.0	5.903862086371859
623	1._FC_Mülheim	Bundesliga-Skandal	0.7710826992988586	11435.363315082152	0.0	3	4	46	130	32	41	0.6584616412502728	17358.0	-364.0	5.692552992704652
624	1._FC_Nürnberg	2._Fußball-Bundesliga_1975/76	0.8024206757545471	0.0	0.0	21	10	2005	108	231	48	0.5522455871944745	27490.0	0.0	5.257234921446806
625	1._FC_Nürnberg	2._Fußball-Bundesliga_1977/78	0.8217575550079346	0.0	0.0	20	7	2005	107	231	28	0.547866703569363	28218.0	0.0	7.149799089796828
626	1._FC_Nürnberg	2._Fußball-Bundesliga_1979/80	0.8000096678733826	0.0	0.0	14	4	2005	88	231	19	0.5220362473929001			5.631928370888217
627	1._FC_Nürnberg	2._Fußball-Bundesliga_1984/85	0.7971931099891663	0.0	0.0	16	9	2005	59	231	14	0.5521320924897872	30778.0	-304.0	7.494068636878072
628	1._FC_Nürnberg	2._Fußball-Bundesliga_1994/95	0.8011044859886169	0.0	0.0	8	2	2005	52	231	10	0.4937969426632483	34440.0	-303.0	7.018222732008108
629	1._FC_Nürnberg	2._Fußball-Bundesliga_1995/96	0.800654947757721	0.0	0.0	10	3	2005	49	231	7	0.516876131846618	34790.0	-309.0	8.16760734604964
630	1._FC_Nürnberg	2._Fußball-Bundesliga_1997/98	0.7688047885894775	0.0	0.0	15	3	2005	55	231	7	0.5490835540601045	35511.0	-327.0	7.078847353824543
631	1._FC_Nürnberg	2._Fußball-Bundesliga_1999/2000	0.7694991230964661	0.0	0.0	10	4	2005	50	231	10	0.5159849129645273	36260.0	-287.0	5.161924741642482
632	1._FC_Nürnberg	2._Fußball-Bundesliga_2000/01	0.7786079049110413	0.0	0.0	18	4	2005	55	231	13	0.565877410040441	36624.0	-282.0	5.950382102006752
633	1._FC_Nürnberg	2._Fußball-Bundesliga_2003/04	0.8022106885910034	0.0	0.0	29	8	2005	77	231	20	0.5973274824452257	37711.0	-294.0	7.20314507050212
634	1._FC_Nürnberg	2._Fußball-Bundesliga_2008/09	0.8306223154067993	0.0	0.0	49	8	2005	163	231	24	0.6201055481131033	26905.0	-17329.0	6.41468771013785
635	1._FC_Nürnberg	2._Fußball-Bundesliga_2014/15	0.8437331914901733	0.0	0.0	40	7	2005	171	231	19	0.5973591710685998	42023.0	0.0	5.161924741642482
636	1._FC_Nürnberg	2._Fußball-Bundesliga_2015/16	0.854870080947876	0.0	0.0	43	9	2005	181	231	27	0.6024740961885666	42380.0	0.0	6.936877092554155
637	1._FC_Nürnberg	2._Fußball-Bundesliga_2016/17	0.8192746043205261	0.0	0.0	52	5	2005	203	231	11	0.6175981994291169	42754.0	0.0	6.078215473516637
638	1._FC_Nürnberg	2._Fußball-Bundesliga_2017/18	0.8245480060577393	0.0	0.0	51	6	2005	179	231	21	0.620563744520612	43108.0	0.0	5.225065495911494
639	1._FC_Nürnberg	2._Fußball-Bundesliga_2019/20	0.8302463293075562	0.0	0.0	47	4	2005	187	231	16	0.6103622048196761	43885.0	0.0	6.515148303983492
640	1._FC_Nürnberg	DFB-Pokal_2006/07	0.8343079090118408	0.0	0.0	38	4	2005	64	231	6	0.6295327028273544	38843.0	-114.0	6.784523432189106
641	1._FC_Nürnberg	Deutsche_Fußballmeisterschaft	0.8679649829864502	0.0	0.0	437	16	2005	1917	231	77	0.7914562856186853			9.875949332542657
642	1._FC_Nürnberg	Deutsche_Fußballmeisterschaft_1919/20	0.7540543675422668	9497.299362651333	0.0	16	4	2005	27	231	19	0.5823966506414103	7345.0	0.0	6.426050745196116
643	1._FC_Nürnberg	Deutsche_Fußballmeisterschaft_1920/21	0.7435661554336548	9176.090950775291	0.0	17	2	2005	28	231	10	0.5863369086729754	7709.0	0.0	5.063381093503632
644	1._FC_Nürnberg	Deutsche_Fußballmeisterschaft_1935/36	0.7696057558059692	1448.032046721098	0.0	25	6	2005	64	231	50	0.5904187862074579	13197.0	0.0	5.730945021499531
645	1._FC_Nürnberg	Deutsche_Fußballmeisterschaft_1943/44	0.6774497032165527	1448.032046721098	0.0	27	6	2005	98	231	41	0.5809278893456862	16116.0	0.0	5.161924741642482
646	1._FC_Nürnberg	Deutsche_Fußballmeisterschaft_1947/48	0.7704417705535889	11009.006830723753	0.0	28	7	2005	40	231	45	0.617786673587374	17628.0	0.0	6.702013720624953
647	1._FC_Nürnberg	Deutsche_Fußballmeisterschaft_1960/61	0.7385212182998657	8675.260102919576	0.0	25	3	2005	36	231	17	0.6113100051792612	22331.0	-190.0	7.198049697028823
648	1._FC_Nürnberg	Europapokal_der_Landesmeister_1961/62	0.6866440773010254	7202.629025816967	0.8873357564662478	8	3	2005	46	231	6	0.499420948704952	22391.0	-252.0	4.256256956426679
649	1._FC_Nürnberg	Europapokal_der_Pokalsieger_1962/63	0.7254384756088257	2534.8138571069485	0.0031084696081509	9	1	2005	42	231	9	0.5141000807623984	22769.0	-252.0	5.842272565245058
650	1._FC_Nürnberg	Fußball-Bundesliga_1963/64	0.8481577634811401	0.0	0.0	44	6	2005	181	231	15	0.6048526633782285	23383.0	0.0	5.994833864577585
651	1._FC_Nürnberg	Fußball-Bundesliga_1967/68	0.8030141592025757	0.0	0.0	41	5	2005	108	231	8	0.6179569301854498	24861.0	0.0	6.768738419265466
652	1._FC_Nürnberg	Fußball-Bundesliga_1968/69	0.8102914094924927	0.0	0.0	30	3	2005	94	231	6	0.5928289203093156	25236.0	0.0	8.536093450916718
653	1._FC_Nürnberg	Fußball-Bundesliga_1978/79	0.7824167013168335	0.0	0.0	23	5	2005	74	231	14	0.5768913877643274	28588.0	-302.0	6.260537030310592
654	1._FC_Nürnberg	Fußball-Bundesliga_1983/84	0.7975477576255798	0.0	0.0	29	6	2005	105	231	11	0.5850950528163987	30415.0	-288.0	6.4702575612926605
655	1._FC_Nürnberg	Fußball-Bundesliga_1987/88	0.8252575397491455	0.0	0.0	19	7	2005	108	231	11	0.5424157955197093	31864.0	-295.0	6.709487250358495
656	1._FC_Nürnberg	Fußball-Bundesliga_1991/92	0.8452345132827759	0.0	0.0	30	5	2005	125	231	16	0.5812647831478273	33327.0	-288.0	6.117436186669918
657	1._FC_Nürnberg	Fußball-Bundesliga_1993/94	0.8047118782997131	0.0	0.0	27	3	2005	98	231	7	0.5809278893456862	34062.0	-274.0	7.413216540248977
658	1._FC_Nürnberg	Fußball-Bundesliga_1998/99	0.8463522791862488	0.0	0.0	23	7	2005	106	231	17	0.5619846039285858	35896.0	-288.0	8.172545627690223
659	1._FC_Nürnberg	Fußball-Bundesliga_2001/02	0.8234460353851318	0.0	0.0	25	7	2005	117	231	17	0.5659576592587681	36975.0	-280.0	5.161924741642482
660	1._FC_Nürnberg	Fußball-Bundesliga_2002/03	0.8402439951896667	0.0	0.0	24	7	2005	108	231	20	0.5653604993934068	37352.0	-288.0	6.078215473516637
661	1._FC_Nürnberg	Fußball-Bundesliga_2004/05	0.8133882880210876	0.0	0.0	39	11	2005	161	231	23	0.5972513243138972	38080.0	-288.0	5.257234921446806
662	1._FC_Nürnberg	Fußball-Bundesliga_2005/06	0.8346781730651855	0.0	0.0	40	12	2005	164	231	17	0.5990827868386304	38444.0	-281.0	5.631928370888217
663	1._FC_Nürnberg	Fußball-Bundesliga_2006/07	0.8528106212615967	0.0	0.0	65	15	2005	199	231	37	0.6417092129877396	38815.0	-281.0	7.722108495674407
664	1._FC_Nürnberg	Fußball-Bundesliga_2007/08	0.8450872898101807	0.0	0.0	57	10	2005	219	231	17	0.6242259885387504	39179.0	-281.0	7.078847353824543
665	1._FC_Nürnberg	Fußball-Bundesliga_2009/10	0.8824926614761353	0.0	0.0	76	17	2005	243	231	80	0.6507560261383011	39907.0	-274.0	6.117436186669918
666	1._FC_Nürnberg	Fußball-Bundesliga_2010/11	0.8623096942901611	0.0	0.0	68	14	2005	274	231	45	0.6341995453407194	40552.0	0.0	7.082527408902166
667	1._FC_Nürnberg	Fußball-Bundesliga_2013/14	0.8639767169952393	0.0	0.0	58	23	2005	276	231	75	0.6167032249576067	41644.0	0.0	7.012932181078735
668	1._FC_Nürnberg	Fußball-Bundesliga_2018/19	0.8207449913024902	0.0	0.0	70	16	2005	309	231	60	0.6325581674563241	43478.0	0.0	9.013897082909995
669	1._FC_Nürnberg	Fußball-Oberliga_1945/46	0.7817587852478027	0.0	0.0	5	1	2005	22	231	4	0.4908607413738109			5.257234921446806
670	1._FC_Nürnberg	Fußball-Oberliga_1947/48	0.7580564022064209	0.0	0.0	14	3	2005	51	231	10	0.5458869359504559			5.424289006109973
671	1._FC_Nürnberg	Fußball-Oberliga_1960/61	0.7667553424835205	0.0	0.0	12	7	2005	46	231	26	0.5361640496789095			6.597009266931805
672	1._FC_Nürnberg	Fußball-Oberliga_1962/63	0.7944449186325073	0.0	0.0	33	18	2005	117	231	48	0.5934415873089695	11930.0	-32304.0	5.161924741642482
673	1._FC_Nürnberg	Fußball-Regionalliga_1969/70	0.7730265855789185	0.0	0.0	7	7	2005	68	231	15	0.4684943661342525			5.424289006109973
674	1._FC_Nürnberg	Fußball-Regionalliga_1970/71	0.7614866495132446	0.0	0.0	14	10	2005	69	231	17	0.5329731122574849			7.869974942744692
675	1._FC_Nürnberg	Fußball-Regionalliga_1971/72	0.7719982266426086	0.0	0.0	11	3	2005	60	231	10	0.5166408245505285			5.3442462984364365
676	1._FC_Nürnberg	Fußball-Regionalliga_1973/74	0.8058174848556519	0.0	0.0	16	3	2005	108	231	7	0.5255373597701879			5.994833864577585
677	1._FC_Nürnberg	Fußball-Regionalliga_1996/97	0.770212709903717	0.0	0.0	10	7	2005	39	231	14	0.5267221212043363			9.166329718979233
678	1._FC_Nürnberg	Gauliga_Bayern_1935/36	0.7087172269821167	1501.5413562260694	0.0	5	1	2005	9	231	3	0.5267882573492513			5.161924741642482
679	1._FC_Nürnberg	Gauliga_Bayern_1944/45	0.7908729314804077	0.0	0.0	10	1	2005	31	231	7	0.5362282018115735			6.155176514652765
680	1._FC_Nürnberg	Gauliga_Nordbayern_1942/43	0.6838204860687256	0.0	0.0	8	1	2005	12	231	6	0.5537591424374908			5.631928370888217
681	1._FC_Nürnberg	Gauliga_Nordbayern_1943/44	0.7475235462188721	0.0	0.0	5	1	2005	11	231	4	0.5191706872281296			5.161924741642482
682	1._FC_Nürnberg	Intertoto-Cup_1968	0.7350989580154419	2534.8138571069485	0.0031084696081509	2	3	2005	10	231	14	0.4498729009945738	24827.0	-251.0	7.869974942744692
683	1._FC_Nürnberg	Süddeutsche_Fußballmeisterschaft_1905/06	0.7487527132034302	0.0	0.0	2	5	2005	12	231	14	0.441770382357286			7.444307127319008
684	1._FC_Nürnberg	Süddeutsche_Fußballmeisterschaft_1906/07	0.7775188088417053	0.0	0.0	9	3	2005	22	231	14	0.5407885346083934			6.666002138418756
685	1._FC_Nürnberg	Süddeutsche_Fußballmeisterschaft_1910/11	0.7517167329788208	0.0	0.0	5	6	2005	17	231	15	0.5017721935239909			5.3442462984364365
686	1._FC_Nürnberg	Süddeutsche_Fußballmeisterschaft_1915/16	0.6036829948425293	0.0	0.0	2	2	2005	7	231	5	0.4650624482959116			5.257234921446806
687	1._FC_Nürnberg	Süddeutsche_Fußballmeisterschaft_1919/20	0.7472870945930481	0.0	0.0	16	2	2005	31	231	6	0.5773491349633365			7.638463141759965
688	1._FC_Nürnberg	Süddeutsche_Fußballmeisterschaft_1921/22	0.6654256582260132	0.0	0.0	10	1	2005	25	231	8	0.5447952637686335			5.567389849750646
689	1._FC_Nürnberg	Süddeutsche_Fußballmeisterschaft_1926/27	0.7164533138275146	0.0	0.0	6	2	2005	17	231	4	0.5169270573676112			5.424289006109973
